Receiver, CornerNum, Index, Sati, Longi, X, Y, Z, Dx, Dy, Dz
RTK,1,4,37.45054064166666,126.65205581500001,-3026420.8558688783,4067353.6695425,3857228.7717309766,-0.0023386022076010704,0.00033283839002251625,-0.0029421024955809116
RTK,1,5,37.45054063,126.65205581333333,-3026420.857168403,4067353.6715360368,3857228.7719191806,-0.003638126887381077,0.002326375339180231,-0.002753898501396179
RTK,1,6,37.450540628333336,126.65205580833332,-3026420.8535632393,4067353.6674320186,3857228.767515796,-3.2963231205940247e-05,-0.001777642872184515,-0.007157283369451761
RTK,1,7,37.450540635,126.65205583333334,-3026420.8579128296,4067353.6695719864,3857228.771751654,-0.00438255351036787,0.0003623249940574169,-0.0029214252717792988
RTK,1,8,37.450540655000005,126.65205581500001,-3026420.8562795296,4067353.670094394,3857228.77412193,-0.0027492535300552845,0.0008847326971590519,-0.0005511492490768433
RTK,1,9,37.450540665,126.65205580166666,-3026420.8549301387,4067353.670257233,3857228.77500303,-0.0013998625800013542,0.0010475716553628445,0.00032995082437992096
RTK,1,10,37.45054064833334,126.65205579,-3026420.854773395,4067353.671775881,3857228.773534531,-0.00124311912804842,0.00256621977314353,-0.0011385483667254448
RTK,1,11,37.450540651666664,126.65205580166666,-3026420.8578368495,4067353.6741637024,3857228.7768686116,-0.004306573420763016,0.004954040981829166,0.0021955324336886406
RTK,1,12,37.45054064666667,126.65205577666666,-3026420.8557896605,4067353.67511804,3857228.775819985,-0.002259384375065565,0.005908378399908543,0.001146906055510044
RTK,1,13,37.45054065,126.65205579166668,-3026420.8581419284,4067353.6760559697,3857228.7779379147,-0.004611652344465256,0.006846308242529631,0.0032648355700075626
RTK,1,14,37.450540681666666,126.65205577833333,-3026420.854024004,4067353.6724980464,3857228.7782957577,-0.0004937280900776386,0.0032883849926292896,0.0036226785741746426
RTK,1,15,37.450540695,126.65205577833333,-3026420.848273838,4067353.6647701194,3857228.772781717,0.005256438162177801,-0.004439542070031166,-0.001891362015157938
RTK,1,16,37.45054066333333,126.65205580833332,-3026420.856892268,4067353.671906062,3857228.7766804076,-0.003361992072314024,0.002696400508284569,0.002007328439503908
RTK,1,17,37.450540653333334,126.65205580666667,-3026420.858598557,4067353.674446265,3857228.777623538,-0.0050682807341217995,0.005236603785306215,0.002950458787381649
RTK,1,18,37.45054066333333,126.65205579333333,-3026420.856775257,4067353.6739721945,3857228.7778965603,-0.0032449807040393353,0.0047625331208109856,0.003223481122404337
RTK,1,19,37.45054064833334,126.65205578833333,-3026420.85418117,4067353.671227008,3857228.7729264544,-0.000650893896818161,0.002017346676439047,-0.0017466247081756592
RTK,1,20,37.450540706666665,126.65205575,-3026420.846266382,4067353.666271942,3857228.7744177436,0.007263894192874432,-0.002937719225883484,-0.00025533558800816536
RTK,1,21,37.450540695,126.65205577333333,-3026420.8479188955,4067353.665034224,3857228.772781717,0.005611380562186241,-0.004175437614321709,-0.001891362015157938
RTK,1,22,37.45054067333333,126.65205577166668,-3026420.847251751,4067353.664384659,3857228.7690484384,0.006278525106608868,-0.004825002513825893,-0.005624640733003616
RTK,1,23,37.450540665,126.65205581500001,-3026420.853033202,4067353.665731497,3857228.7713545715,0.000497074332088232,-0.003478164318948984,-0.0033185076899826527
RTK,1,24,37.45054069333333,126.65205580499999,-3026420.851181835,4067353.6647256208,3857228.7738510203,0.0023484411649405956,-0.004484040662646294,-0.000822058878839016
RTK,1,25,37.45054070833333,126.65205578166666,-3026420.848447212,4067353.6645090356,3857228.7745645926,0.005083064083009958,-0.004700625780969858,-0.00010848650708794594
RTK,1,26,37.45054072333333,126.65205579833334,-3026420.848078227,4067353.661542703,3857228.7746700905,0.0054520489647984505,-0.007666958495974541,-2.9886141419410706e-06
RTK,1,27,37.45054071833333,126.65205580166666,-3026420.8513597464,4067353.66545881,3857228.777877998,0.002170529682189226,-0.0037508513778448105,0.003204918932169676
RTK,1,28,37.45054068,126.65205580333334,-3026420.8544441424,4067353.6693570325,3857228.776324679,-0.0009138663299381733,0.0001473710872232914,0.0016516000032424927
RTK,1,29,37.450540690000004,126.65205580166666,-3026420.8506055884,4067353.66444526,3857228.7729492444,0.002924687694758177,-0.004764401353895664,-0.0017238347791135311
RTK,1,30,37.450540720000006,126.65205577833333,-3026420.8529535593,4067353.6710594236,3857228.782281383,0.000576716847717762,0.0018497621640563011,0.007608303800225258
RTK,1,31,37.45054074833333,126.65205577166668,-3026420.8489692803,4067353.66669293,3857228.781737451,0.004560995846986771,-0.0025167316198349,0.007064371835440397
RTK,1,Avg,None,None,-3026420.853530276,4067353.6692096614,3857228.774673079,0,0,0
RTK,2,0,37.45031465333333,126.65191259500001,-3026419.8482730566,4067373.544403531,3857208.9304128694,0.0036961324512958527,-0.0034612598828971386,-0.003944738768041134
RTK,2,1,37.45031465833333,126.65191259666666,-3026419.8510333886,4067373.54786625,3857208.9345018603,0.0009358003735542297,1.458916813135147e-06,0.00014425208792090416
RTK,2,2,37.450314688333336,126.65191260833332,-3026419.8516007974,4067373.5468995073,3857208.938361313,0.00036839162930846214,-0.0009652837179601192,0.004003704991191626
RTK,2,3,37.45031466333333,126.65191260000002,-3026419.852016403,4067373.548693284,3857208.9361585574,-4.721386358141899e-05,0.000828492920845747,0.0018009492196142673
RTK,2,4,37.45031467166667,126.65191259166667,-3026419.851089099,4067373.548682259,3857208.93689281,0.0008800900541245937,0.000817467924207449,0.002535201609134674
RTK,2,5,37.45031466666667,126.65191258333334,-3026419.846907689,4067373.544297856,3857208.9315876737,0.0050615002401173115,-0.0035669351927936077,-0.002769934479147196
RTK,2,6,37.450314645000006,126.65191257833334,-3026419.848373449,4067373.547008906,3857208.9308947646,0.00359574006870389,-0.0008558849804103374,-0.003462843596935272
RTK,2,7,37.450314678333335,126.65191259500001,-3026419.84679197,4067373.542413017,3857208.932007552,0.005177218932658434,-0.005451774224638939,-0.002350056078284979
RTK,2,8,37.450314688333336,126.65191261,-3026419.849349568,4067373.5436269105,3857208.9353209473,0.002619620878249407,-0.00423788046464324,0.0009633391164243221
RTK,2,9,37.45031467666667,126.65191258499999,-3026419.849466585,4067373.547489854,3857208.936117215,0.0025026039220392704,-0.0003749369643628597,0.0017596068792045116
RTK,2,10,37.45031468333333,126.65191258666667,-3026419.8474206845,4067373.544493207,3857208.9342723223,0.0045485044829547405,-0.003371584229171276,-8.528586477041245e-05
RTK,2,11,37.45031465,126.65191260166667,-3026419.8517240593,4067373.5480533466,3857208.933767609,0.00024512968957424164,0.00018855556845664978,-0.000589999370276928
RTK,2,12,37.45031466333333,126.65191261,-3026419.852252382,4067373.5475281635,3857208.9355504843,-0.00028319284319877625,-0.0003366274759173393,0.0011928761377930641
RTK,2,13,37.45031463666667,126.65191262333335,-3026419.853799318,4067373.5476308125,3857208.932592806,-0.0018301289528608322,-0.0002339784987270832,-0.001764802262187004
RTK,2,14,37.45031462666667,126.65191261,-3026419.851833941,4067373.546965797,3857208.929887484,0.0001352480612695217,-0.0008989940397441387,-0.004470124375075102
RTK,2,15,37.450314645000006,126.65191260833332,-3026419.852398755,4067373.5479719266,3857208.933327058,-0.00042956601828336716,0.00010713562369346619,-0.0010305503383278847
RTK,2,16,37.45031466666667,126.65191259333332,-3026419.849039305,4067373.5456803828,3857208.933411893,0.002929884009063244,-0.002184408251196146,-0.0009457152336835861
RTK,2,17,37.450314668333334,126.65191261833334,-3026419.850272979,4067373.5436327034,3857208.9329506685,0.0016962098889052868,-0.004232087638229132,-0.0014069397002458572
RTK,2,18,37.45031466166667,126.65191261166667,-3026419.851016117,4067373.5456196303,3857208.9335794146,0.0009530722163617611,-0.00224516075104475,-0.0007781935855746269
RTK,2,19,37.45031465500001,126.65191261166667,-3026419.8522325144,4067373.5472544143,3857208.9342081603,-0.00026332540437579155,-0.0006103767082095146,-0.00014944793656468391
RTK,2,20,37.450314660000004,126.65191260833332,-3026419.85511181,4067373.551618152,3857208.9389052237,-0.0031426209025084972,0.003753360826522112,0.00454761553555727
RTK,2,21,37.45031464833333,126.65191258499999,-3026419.852977598,4067373.552208499,3857208.9366611238,-0.0010084090754389763,0.004343708045780659,0.002303515560925007
RTK,2,22,37.450314651666666,126.65191258166666,-3026419.8511849507,4067373.5502933497,3857208.935130605,0.0007842383347451687,0.0024285586550831795,0.0007729968056082726
RTK,2,23,37.45031464666667,126.65191260833332,-3026419.852805519,4067373.548518599,3857208.9340819805,-0.0008363300003111362,0.0006538080051541328,-0.0002756277099251747
RTK,2,24,37.45031463666667,126.65191262000002,-3026419.8559322325,4067373.550991444,3857208.9356331723,-0.003963043447583914,0.0031266529113054276,0.0012755640782415867
RTK,2,25,37.450314625000004,126.65191260000002,-3026419.856404195,4067373.554590281,3857208.9364294386,-0.004435006063431501,0.006725490093231201,0.0020718304440379143
RTK,2,26,37.45031465,126.65191261166667,-3026419.8562252214,4067373.5526204347,3857208.9386321944,-0.004256032407283783,0.0047556436620652676,0.0042745862156152725
RTK,2,27,37.450314621666664,126.65191263999999,-3026419.8579563205,4067373.5507471873,3857208.934311518,-0.005987131502479315,0.002882396336644888,-4.6090222895145416e-05
RTK,2,28,37.45031464,126.65191262833332,-3026419.8549677893,4067373.5484600537,3857208.9341026526,-0.002998600248247385,0.0005952627398073673,-0.00025495560839772224
RTK,2,29,37.45031463333333,126.65191262833332,-3026419.85523637,4067373.548821014,3857208.9335152498,-0.0032671811059117317,0.0009562228806316853,-0.0008423584513366222
RTK,2,30,37.450314621666664,126.65191263,-3026419.8553507947,4067373.5487277466,3857208.9318792247,-0.003381605725735426,0.0008629555813968182,-0.002478383481502533
RTK,2,Avg,None,None,-3026419.851969189,4067373.547864791,3857208.934357608,0,0,0
RTK,3,0,37.45037358333333,126.65175787833331,-3026406.5004361016,4067378.5386940613,3857214.13490835,-0.0028387182392179966,0.00544409453868866,0.004213790409266949
RTK,3,1,37.450373598333336,126.65175787833331,-3026406.50220133,4067378.541066463,3857214.1392703736,-0.004603946581482887,0.007816496305167675,0.008575813844799995
RTK,3,2,37.450373570000004,126.65175787666666,-3026406.5032244828,4067378.5426885835,3857214.1367739188,-0.005627099424600601,0.009438616689294577,0.006079358980059624
RTK,3,3,37.450373555000006,126.65175787499999,-3026406.500867031,4067378.539767304,3857214.131803822,-0.003269647713750601,0.006517337169498205,0.0011092619970440865
RTK,3,4,37.45037356833333,126.65175787166666,-3026406.4972498007,4067378.535399971,3857214.1293301797,0.0003475826233625412,0.0021500042639672756,-0.001364380121231079
RTK,3,5,37.45037359333333,126.65175787499999,-3026406.4945836277,4067378.531322642,3857214.1291006375,0.0030137556605041027,-0.0019273245707154274,-0.0015939222648739815
RTK,3,6,37.450373623333334,126.65175789333334,-3026406.491833045,4067378.524908453,3857214.128095499,0.0057643381878733635,-0.008341513574123383,-0.0025990610010921955
RTK,3,7,37.450373586666664,126.65175786,-3026406.493787372,4067378.532475915,3857214.128513236,0.0038100113160908222,-0.0007740519940853119,-0.0021813237108290195
RTK,3,8,37.450373570000004,126.65175786666666,-3026406.495879895,4067378.5343000083,3857214.1282608826,0.001717488281428814,0.0010500415228307247,-0.002433677203953266
RTK,3,9,37.450373585,126.65175788,-3026406.4948003925,4067378.5308728274,3857214.1277583116,0.0027969907969236374,-0.0023771394044160843,-0.0029362482018768787
RTK,3,10,37.450373586666664,126.65175787666666,-3026406.4940227107,4067378.5303217424,3857214.127297088,0.003574672620743513,-0.002928224392235279,-0.0033974717371165752
RTK,3,11,37.450373606666666,126.65175789333334,-3026406.49487403,4067378.528995424,3857214.1296673655,0.002723353449255228,-0.0042545427568256855,-0.0010271943174302578
RTK,3,12,37.450373578333334,126.65175786833333,-3026406.495188581,4067378.533123858,3857214.1283870596,0.0024088025093078613,-0.00012610899284482002,-0.002307500224560499
RTK,3,13,37.450373596666665,126.65175788500001,-3026406.496580951,4067378.5325246933,3857214.1312185605,0.0010164324194192886,-0.0007252735085785389,0.0005240007303655148
RTK,3,14,37.450373578333334,126.65175786833333,-3026406.495662487,4067378.5337607707,3857214.1289951336,0.0019348962232470512,0.0005108038894832134,-0.0016994262114167213
RTK,3,15,37.45037357666667,126.65175788500001,-3026406.4978605974,4067378.5342444913,3857214.130064431,-0.000263214111328125,0.0009945244528353214,-0.000630128663033247
RTK,3,16,37.450373565,126.65175788333333,-3026406.49773839,4067378.5343272975,3857214.1284284047,-0.00014100689440965652,0.0010773306712508202,-0.0022661550901830196
RTK,3,17,37.45037355666667,126.65175789499999,-3026406.499850135,4067378.5354360845,3857214.128910302,-0.0022527514956891537,0.0021861176937818527,-0.0017842575907707214
RTK,3,18,37.450373586666664,126.65175788166668,-3026406.4967471915,4067378.533242204,3857214.1303374586,0.000850191805511713,-7.762573659420013e-06,-0.0003571012057363987
RTK,3,19,37.45037358166667,126.65175788,-3026406.4963564025,4067378.5329640475,3857214.129288834,0.0012409808114171028,-0.00028591929003596306,-0.001405725721269846
RTK,3,20,37.45037359166667,126.65175789666667,-3026406.500454032,4067378.536000651,3857214.134426454,-0.002856648527085781,0.002750684041529894,0.0037318943068385124
RTK,3,21,37.450373586666664,126.65175788666666,-3026406.498049948,4067378.5342519293,3857214.1315536066,-0.0004525645636022091,0.001001962460577488,0.000859046820551157
RTK,3,22,37.45037357333333,126.65175790833334,-3026406.4991773963,4067378.532555576,3857214.129162657,-0.0015800129622220993,-0.0006943908520042896,-0.001531902700662613
RTK,3,23,37.4503736,126.65175789999999,-3026406.4979854026,4067378.5321888146,3857214.132120334,-0.00038801925256848335,-0.0010611522011458874,0.0014257743023335934
RTK,3,24,37.450373580000004,126.65175789000001,-3026406.496185627,4067378.5312522524,3857214.1279258355,0.0014117565006017685,-0.0019977143965661526,-0.002768724225461483
RTK,3,25,37.45037360833333,126.65175792999999,-3026406.4988315394,4067378.5288791624,3857214.131638438,-0.0012341560795903206,-0.004370804410427809,0.0009438781999051571
RTK,3,26,37.450373585,126.65175791833332,-3026406.498469455,4067378.5301218587,3857214.12897446,-0.0008720718324184418,-0.0031281081028282642,-0.0017200997099280357
RTK,3,27,37.450373586666664,126.65175790666666,-3026406.4989958247,4067378.5325585995,3857214.130945532,-0.001398441381752491,-0.0006913673132658005,0.00025097234174609184
RTK,3,28,37.45037360333333,126.65175793333334,-3026406.5002174196,4067378.5302476403,3857214.132414036,-0.0026200362481176853,-0.0030023264698684216,0.0017194761894643307
RTK,3,29,37.450373604999996,126.65175791833332,-3026406.497189808,4067378.5284020603,3857214.1301285885,0.00040757516399025917,-0.004847906529903412,-0.0005659712478518486
RTK,3,30,37.45037357166667,126.65175788166668,-3026406.499247124,4067378.5366020207,3857214.131448102,-0.0016497406177222729,0.003352053929120302,0.0007535424083471298
RTK,3,31,37.45037362666667,126.65175791666667,-3026406.4985681414,4067378.5305015338,3857214.135078014,-0.000970758032053709,-0.0027484330348670483,0.0043834540992975235
RTK,3,Avg,None,None,-3026406.4975973833,4067378.533249967,3857214.13069456,0,0,0
RTK,4,0,37.45059982666667,126.65190266500001,-3026407.643603059,4067358.613760171,3857234.0430685976,-0.0007214248180389404,0.0013295388780534267,-0.00040426990017294884
RTK,4,1,37.450599835000006,126.65190267000001,-3026407.6431483687,4067358.612407953,3857234.043194769,-0.0002667345106601715,-2.2679101675748825e-05,-0.0002780985087156296
RTK,4,2,37.45059984,126.65190264166668,-3026407.6428312087,4067358.61618146,3857234.0460676276,5.042552947998047e-05,0.003750828094780445,0.0025947601534426212
RTK,4,3,37.45059983666667,126.65190264166668,-3026407.6439133137,4067358.6176357614,3857234.046990082,-0.001031679566949606,0.005205129273235798,0.003517214674502611
RTK,4,4,37.45059984833333,126.651902645,-3026407.641784296,4067358.614280368,3857234.045585723,0.0010973382741212845,0.0018497360870242119,0.0021128556691110134
RTK,4,5,37.45059982333333,126.65190267999999,-3026407.6424326464,4067358.609963793,3857234.0397345107,0.00044898781925439835,-0.002466839272528887,-0.0037383567541837692
RTK,4,6,37.45059981666667,126.65190267333334,-3026407.6427018777,4067358.6113138013,3857234.039755189,0.00017975643277168274,-0.0011168308556079865,-0.0037176785990595818
RTK,4,7,37.45059982833333,126.65190267833334,-3026407.6421128954,4067358.609781105,3857234.0401750607,0.0007687387987971306,-0.0026495270431041718,-0.003297806717455387
RTK,4,8,37.45059986333333,126.65190265166666,-3026407.63454464,4067358.603562411,3857234.0377862123,0.008336994331330061,-0.008868221193552017,-0.0056866551749408245
RTK,4,9,37.45059986333333,126.65190265000001,-3026407.6358480463,4067358.605561176,3857234.039610444,0.007033587899059057,-0.006869456265121698,-0.0038624233566224575
RTK,4,10,37.45059984333333,126.65190266333333,-3026407.639022031,4067358.607850519,3857234.0396724776,0.003859603311866522,-0.0045801131054759026,-0.0038003898225724697
RTK,4,11,37.450599845000006,126.65190267333334,-3026407.6406125883,4067358.608505889,3857234.041035482,0.002269045915454626,-0.0039247432723641396,-0.0024373852647840977
RTK,4,12,37.45059980166666,126.65190268333332,-3026407.644489982,4067358.6122346735,3857234.0390416174,-0.001608347985893488,-0.00019595865160226822,-0.004431250039488077
RTK,4,13,37.450599841666666,126.65190268333332,-3026407.6438263,4067358.611342714,3857234.0437821676,-0.0009446656331419945,-0.001087917946279049,0.00030930014327168465
RTK,4,14,37.45059985166667,126.65190267166666,-3026407.638330063,4067358.6056853225,3857234.039190573,0.004551571328192949,-0.006745309568941593,-0.0042822943069040775
RTK,4,15,37.450599845000006,126.65190267499999,-3026407.641678715,4067358.6096916758,3857234.0422516363,0.0012029190547764301,-0.0027389563620090485,-0.001221231184899807
RTK,4,16,37.450599868333335,126.65190268666666,-3026407.6425146936,4067358.6090858816,3857234.045523689,0.00036694062873721123,-0.0033447504974901676,0.0020508216693997383
RTK,4,17,37.450599855,126.65190265833334,-3026407.641988324,4067358.612578217,3857234.0455650436,0.0008933101780712605,0.00014758482575416565,0.002092176117002964
RTK,4,18,37.45059983666667,126.65190268500001,-3026407.644146053,4067358.6115254015,3857234.043341619,-0.0012644189409911633,-0.0009052306413650513,-0.00013124849647283554
RTK,4,19,37.45059985,126.65190268333332,-3026407.6434905715,4067358.61089151,3857234.0445164167,-0.0006089373491704464,-0.001539122313261032,0.0010435492731630802
RTK,4,20,37.450599841666666,126.65190266833334,-3026407.6432353766,4067358.612771935,3857234.044390245,-0.000353742390871048,0.000341302715241909,0.0009173774160444736
RTK,4,21,37.450599876666665,126.65190267499999,-3026407.640876855,4067358.6086140107,3857234.0456498596,0.0020047794096171856,-0.0038166213780641556,0.002176992129534483
RTK,4,22,37.450599878333335,126.65190270666666,-3026407.64447941,4067358.6087618438,3857234.0476209424,-0.001597775612026453,-0.003668788354843855,0.004148074891418219
RTK,4,23,37.45059985,126.6519027,-3026407.643251997,4067358.608100434,3857234.042692185,-0.0003703627735376358,-0.004330198280513287,-0.0007806825451552868
RTK,4,24,37.450599815000004,126.65190271499999,-3026407.646200795,4067358.609840088,3857234.0402164166,-0.0033191610127687454,-0.002590544056147337,-0.0032564508728682995
RTK,4,25,37.450599806666666,126.65190268666666,-3026407.6445251754,4067358.6117878812,3857234.039482168,-0.001643541269004345,-0.0006427508778870106,-0.003990699537098408
RTK,4,26,37.45059982333333,126.65190265000001,-3026407.642198611,4067358.614096055,3857234.042166819,0.0006830231286585331,0.0016654226928949356,-0.0013060485944151878
RTK,4,27,37.45059981,126.65190263333334,-3026407.646291698,4067358.6220674263,3857234.0470727934,-0.003410063683986664,0.009636794216930866,0.003599925898015499
RTK,4,28,37.45059985666667,126.65190268833334,-3026407.6502116313,4067358.619183184,3857234.0536168977,-0.007329997140914202,0.0067525519989430904,0.010144030209630728
RTK,4,29,37.450599796666665,126.65190267999999,-3026407.6515633934,4067358.6222351147,3857234.0477222265,-0.008681759238243103,0.009804482571780682,0.004249359015375376
RTK,4,30,37.450599796666665,126.65190267333334,-3026407.6496684155,4067358.6206765217,3857234.0458979947,-0.00678678136318922,0.008245889563113451,0.0024251271970570087
RTK,4,31,37.45059982666667,126.65190263499998,-3026407.6414733925,4067358.615344797,3857234.0430685976,0.0014082416892051697,0.0029141646809875965,-0.00040426990017294884
RTK,4,32,37.450599845000006,126.6519026,-3026407.6387240915,4067358.6168377833,3857234.0452920226,0.00415754271671176,0.004407151136547327,0.001819155178964138
RTK,4,33,37.45059985666667,126.65190265166666,-3026407.6414479194,4067358.6128401146,3857234.0457118945,0.001433714758604765,0.00040948251262307167,0.0022390270605683327
RTK,4,34,37.450599821666664,126.65190263666666,-3026407.6436887733,4067358.6180751235,3857234.0450603557,-0.000807139091193676,0.005644491408020258,0.0015874882228672504
RTK,4,Avg,None,None,-3026407.642881634,4067358.612430632,3857234.0434728675,0,0,0
